id_student,code_module,code_presentation,gender_num,imd_band_num,education_num,age_num,disability_num,num_of_prev_attempts,studied_credits,early_registration,reg_days_before,unregistered,total_clicks,active_days,avg_clicks_day,max_clicks_day,n_resources,click_density,avg_score,min_score,std_score,avg_tma_score,n_submitted,n_late,avg_submit_delay,risk_level,risk_label,final_result
622804,CCC,2014B,1,4.0,2,0,0,0,30,1,28.0,1,94.0,8.0,2.6857142857142855,22.0,15.0,11.75,40.0,40.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Withdrawn
622897,CCC,2014B,1,2.0,2,0,0,0,90,1,93.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
622948,CCC,2014B,1,4.0,2,0,0,0,60,1,24.0,1,789.0,32.0,4.810975609756097,127.0,33.0,24.65625,79.0,58.0,12.529964086141668,88.5,5.0,3.0,0.8,3,Very High,Withdrawn
623052,CCC,2014B,0,3.0,2,1,0,0,90,1,44.0,0,6265.0,222.0,5.309322033898305,66.0,83.0,28.22072072072072,93.88888888888889,84.0,6.508541396588879,92.25,9.0,4.0,-2.125,0,Low,Pass
623190,CCC,2014B,1,1.0,2,0,0,0,60,1,96.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
623250,CCC,2014B,1,2.0,2,0,0,0,60,1,53.0,0,2137.0,64.0,5.302729528535981,170.0,55.0,33.390625,65.55555555555556,46.0,12.86575989896352,69.0,9.0,6.0,3.75,1,Medium,Pass
623290,CCC,2014B,0,2.0,1,0,0,0,60,1,34.0,0,847.0,33.0,3.85,74.0,51.0,25.666666666666668,58.666666666666664,40.0,15.882380174268592,65.25,9.0,6.0,1.25,1,Medium,Pass
623347,CCC,2014B,1,,4,0,0,0,90,1,88.0,0,694.0,48.0,2.0654761904761907,42.0,114.0,14.458333333333334,93.77777777777777,88.0,4.08588355737709,96.25,9.0,4.0,-1.625,0,Low,Distinction
623421,CCC,2014B,1,8.0,2,0,0,0,60,1,95.0,0,540.0,36.0,3.253012048192771,76.0,36.0,15.0,70.83333333333333,40.0,27.11764493215933,65.0,6.0,4.0,2.8,1,Medium,Pass
623456,CCC,2014B,1,1.0,2,0,0,0,90,1,43.0,0,55.0,13.0,1.2790697674418605,7.0,13.0,4.230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
623511,CCC,2014B,1,8.0,3,0,0,0,30,1,28.0,1,10.0,1.0,3.3333333333333335,8.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
623562,CCC,2014B,1,8.0,2,0,1,0,60,1,92.0,0,885.0,34.0,4.078341013824885,57.0,49.0,26.029411764705884,73.77777777777777,52.0,17.239328422083165,81.25,9.0,4.0,-0.375,1,Medium,Pass
623605,CCC,2014B,1,9.0,2,0,0,0,60,1,62.0,0,934.0,37.0,4.864583333333333,51.0,38.0,25.243243243243242,57.666666666666664,50.0,9.223159256278008,52.333333333333336,6.0,3.0,0.5,3,Very High,Fail
623609,CCC,2014B,1,6.0,1,1,0,0,60,1,90.0,0,241.0,16.0,2.9390243902439024,47.0,27.0,15.0625,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Fail
623619,CCC,2014B,0,6.0,1,1,0,0,90,1,93.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
623667,CCC,2014B,1,4.0,2,0,0,0,60,1,82.0,0,707.0,54.0,3.0343347639484977,40.0,53.0,13.092592592592593,73.33333333333333,54.0,12.409673645990857,77.0,9.0,4.0,-0.75,1,Medium,Pass
623707,CCC,2014B,0,4.0,1,0,0,0,30,1,57.0,1,874.0,18.0,6.37956204379562,186.0,36.0,48.55555555555556,83.0,70.0,18.384776310850235,96.0,2.0,1.0,0.5,3,Very High,Withdrawn
623732,CCC,2014B,1,6.0,2,1,0,0,60,1,22.0,0,5723.0,173.0,4.980852915578764,200.0,119.0,33.08092485549133,92.22222222222223,78.0,7.496295381349675,92.5,9.0,4.0,-3.625,0,Low,Pass
623738,CCC,2014B,1,3.0,2,1,0,0,90,1,59.0,1,359.0,20.0,3.1769911504424777,70.0,32.0,17.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
623780,CCC,2014B,1,8.0,1,0,0,0,60,1,68.0,0,878.0,51.0,3.569105691056911,48.0,53.0,17.215686274509803,79.66666666666667,70.0,12.662279942148386,0.0,3.0,3.0,2.0,3,Very High,Fail
623786,CCC,2014B,1,4.0,2,0,0,0,90,1,45.0,1,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
623797,CCC,2014B,0,1.0,1,1,0,0,60,1,80.0,0,2359.0,103.0,3.886326194398682,110.0,79.0,22.902912621359224,59.666666666666664,54.0,4.033195589934445,57.0,6.0,5.0,5.8,1,Medium,Pass
624039,CCC,2014B,1,2.0,2,0,0,0,60,1,79.0,0,88.0,4.0,2.3783783783783785,12.0,18.0,22.0,20.0,20.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Fail
624060,CCC,2014B,0,,4,1,0,0,30,1,67.0,1,10855.0,199.0,4.336795844986017,100.0,128.0,54.54773869346734,99.8,99.0,0.44721359549995715,99.5,5.0,3.0,0.6,3,Very High,Withdrawn
624126,CCC,2014B,1,10.0,1,0,0,0,60,1,89.0,1,469.0,14.0,4.342592592592593,102.0,30.0,33.5,60.0,60.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Withdrawn
624127,CCC,2014B,0,4.0,2,1,0,0,60,1,25.0,0,920.0,59.0,2.7058823529411766,76.0,60.0,15.59322033898305,54.375,26.0,17.59007431154611,37.666666666666664,8.0,5.0,1.4285714285714286,2,High,Pass
624134,CCC,2014B,1,1.0,1,0,0,0,60,1,89.0,0,541.0,23.0,3.6308724832214767,40.0,23.0,23.52173913043478,70.5,36.0,23.4022790912908,57.0,4.0,2.0,0.5,3,Very High,Fail
624164,CCC,2014B,1,4.0,2,0,0,0,90,1,86.0,0,1011.0,83.0,3.261290322580645,101.0,57.0,12.180722891566266,86.11111111111111,65.0,9.426617161586181,82.25,9.0,4.0,-0.625,0,Low,Pass
624354,CCC,2014B,0,6.0,2,0,0,0,120,1,82.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
624441,CCC,2014B,1,10.0,2,0,0,0,60,1,10.0,0,704.0,31.0,4.484076433121019,114.0,39.0,22.70967741935484,86.625,74.0,6.523309852258395,89.25,8.0,3.0,-0.5714285714285714,0,Low,Pass
624445,CCC,2014B,0,3.0,3,0,0,0,60,1,45.0,0,2699.0,104.0,4.768551236749117,123.0,60.0,25.951923076923077,90.4,70.0,11.696153213770756,0.0,5.0,4.0,2.0,1,Medium,Distinction
624483,CCC,2014B,1,4.0,3,0,0,0,30,1,72.0,0,2673.0,89.0,4.2361331220285265,100.0,118.0,30.03370786516854,89.33333333333333,75.0,9.974968671630002,90.25,9.0,4.0,-0.5,0,Low,Distinction
624591,CCC,2014B,1,3.0,3,0,0,0,120,1,82.0,0,780.0,68.0,3.0232558139534884,88.0,54.0,11.470588235294118,54.833333333333336,31.0,14.66174159732283,56.666666666666664,6.0,4.0,1.5,3,Very High,Fail
624593,CCC,2014B,1,3.0,1,0,0,0,60,1,67.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
624765,CCC,2014B,1,7.0,3,1,0,0,60,1,22.0,1,49.0,6.0,2.227272727272727,9.0,12.0,8.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
624782,CCC,2014B,0,4.0,1,0,0,0,60,1,53.0,0,843.0,52.0,3.763392857142857,82.0,35.0,16.21153846153846,44.111111111111114,6.0,20.545342808313304,44.75,9.0,6.0,2.875,3,Very High,Fail
624810,CCC,2014B,1,6.0,3,0,0,0,60,1,23.0,0,487.0,24.0,3.865079365079365,63.0,34.0,20.291666666666668,80.375,63.0,10.979689040613646,79.5,8.0,3.0,0.8571428571428571,0,Low,Pass
624875,CCC,2014B,1,8.0,2,0,1,0,30,1,57.0,0,1566.0,110.0,3.296842105263158,93.0,70.0,14.236363636363636,96.0,90.0,5.477225575051661,0.0,5.0,4.0,2.0,1,Medium,Distinction
624970,CCC,2014B,0,8.0,3,0,0,0,120,1,45.0,0,594.0,65.0,2.560344827586207,56.0,45.0,9.138461538461538,79.2,50.0,18.886503117305754,0.0,5.0,4.0,2.0,1,Medium,Pass
625014,CCC,2014B,0,2.0,2,0,0,0,60,1,23.0,0,8018.0,176.0,4.535067873303167,192.0,158.0,45.55681818181818,95.4,90.0,4.560701700396551,0.0,5.0,4.0,2.0,1,Medium,Distinction
625028,CCC,2014B,1,5.0,3,0,0,0,60,1,57.0,0,720.0,45.0,2.5174825174825175,44.0,81.0,16.0,91.66666666666667,78.0,6.892024376045108,95.75,9.0,4.0,0.5,0,Low,Distinction
625077,CCC,2014B,1,10.0,2,0,0,0,30,1,40.0,0,3080.0,93.0,5.141903171953255,108.0,95.0,33.11827956989247,73.11111111111111,54.0,10.588253449512395,77.75,9.0,4.0,-12.75,1,Medium,Pass
625078,CCC,2014B,0,1.0,3,0,0,0,180,1,29.0,1,652.0,68.0,2.810344827586207,64.0,47.0,9.588235294117647,90.0,80.0,14.142135623730951,0.0,2.0,2.0,2.0,3,Very High,Withdrawn
625108,CCC,2014B,0,7.0,3,1,0,0,60,1,29.0,0,2034.0,76.0,4.581081081081081,59.0,63.0,26.763157894736842,94.4,80.0,8.414273587185054,0.0,5.0,4.0,2.0,1,Medium,Distinction
625121,CCC,2014B,1,8.0,1,0,0,0,60,1,22.0,1,85.0,4.0,3.1481481481481484,21.0,14.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
625128,CCC,2014B,0,1.0,1,0,1,0,60,1,82.0,0,156.0,11.0,3.0588235294117645,26.0,17.0,14.181818181818182,10.0,10.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Fail
625207,CCC,2014B,1,1.0,3,0,0,0,60,1,52.0,1,133.0,8.0,3.5,40.0,17.0,16.625,10.0,10.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Withdrawn
625213,CCC,2014B,1,6.0,1,0,0,0,60,1,82.0,1,150.0,10.0,3.061224489795918,20.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
625267,CCC,2014B,0,1.0,2,0,0,0,120,1,78.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
625330,CCC,2014B,1,6.0,2,1,0,0,60,1,74.0,0,2177.0,71.0,4.154580152671755,76.0,109.0,30.661971830985916,88.33333333333333,65.0,10.747092630102339,89.25,9.0,4.0,-2.0,0,Low,Distinction
625423,CCC,2014B,1,1.0,1,0,0,0,60,1,59.0,1,394.0,25.0,4.020408163265306,134.0,26.0,15.76,66.0,62.0,5.656854249492381,0.0,2.0,2.0,2.0,3,Very High,Withdrawn
625453,CCC,2014B,1,,4,1,0,0,30,1,45.0,0,852.0,76.0,2.6625,96.0,97.0,11.210526315789474,82.25,70.0,6.584614100852295,84.5,8.0,3.0,0.7142857142857143,0,Low,Pass
625476,CCC,2014B,1,7.0,1,0,0,0,60,1,80.0,1,1796.0,80.0,3.964679911699779,132.0,54.0,22.45,68.0,42.0,14.983324063771697,75.5,5.0,4.0,1.4,3,Very High,Withdrawn
625517,CCC,2014B,1,3.0,2,1,0,0,60,1,75.0,1,178.0,13.0,2.696969696969697,44.0,23.0,13.692307692307692,30.0,30.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Withdrawn
625527,CCC,2014B,1,8.0,2,0,0,0,60,1,72.0,1,1491.0,67.0,3.784263959390863,77.0,56.0,22.253731343283583,71.4,53.0,17.558473737771173,78.5,5.0,4.0,1.4,3,Very High,Withdrawn
625552,CCC,2014B,1,1.0,2,0,0,0,60,1,62.0,0,1009.0,96.0,3.1729559748427674,76.0,50.0,10.510416666666666,64.22222222222223,30.0,14.6609837474995,70.25,9.0,4.0,0.25,1,Medium,Pass
625568,CCC,2014B,1,3.0,2,0,0,0,90,1,75.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
625574,CCC,2014B,0,,2,0,0,0,60,1,81.0,0,2762.0,112.0,3.793956043956044,65.0,102.0,24.660714285714285,95.8,88.0,5.848076606885378,0.0,5.0,4.0,2.0,1,Medium,Distinction
625614,CCC,2014B,1,,1,0,0,0,60,1,78.0,1,1248.0,77.0,2.6723768736616704,26.0,55.0,16.207792207792206,15.0,12.0,4.358898943540674,12.0,3.0,2.0,1.3333333333333333,3,Very High,Withdrawn
625684,CCC,2014B,1,5.0,2,1,0,0,60,1,80.0,0,475.0,43.0,2.96875,42.0,46.0,11.046511627906977,97.0,94.0,4.242640687119285,0.0,2.0,2.0,2.0,3,Very High,Fail
625714,CCC,2014B,1,6.0,3,0,0,0,90,1,74.0,0,509.0,31.0,4.072,117.0,23.0,16.419354838709676,55.77777777777778,28.0,22.27542243021318,40.5,9.0,5.0,1.875,3,Very High,Fail
625740,CCC,2014B,1,4.0,3,0,0,0,60,1,52.0,0,661.0,51.0,3.497354497354497,62.0,29.0,12.96078431372549,58.75,35.0,15.944098773975458,46.5,8.0,4.0,0.5,3,Very High,Fail
625745,CCC,2014B,1,9.0,2,0,0,0,60,1,45.0,0,4035.0,172.0,3.60912343470483,64.0,117.0,23.459302325581394,73.88888888888889,60.0,10.867893591267402,73.25,9.0,4.0,0.5,1,Medium,Pass
625774,CCC,2014B,1,1.0,1,1,0,0,60,1,51.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
625782,CCC,2014B,1,2.0,2,0,0,0,60,1,78.0,0,1796.0,128.0,3.0083752093802345,50.0,102.0,14.03125,67.55555555555556,54.0,13.648361725048826,61.75,9.0,5.0,2.5,1,Medium,Pass
625785,CCC,2014B,1,10.0,2,0,0,0,90,1,64.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
625790,CCC,2014B,1,8.0,1,0,0,0,60,1,79.0,1,366.0,28.0,2.8818897637795278,28.0,34.0,13.071428571428571,3.0,0.0,4.242640687119285,6.0,2.0,2.0,1.5,3,Very High,Withdrawn
625793,CCC,2014B,1,8.0,2,0,0,0,90,1,27.0,1,17.0,4.0,1.8888888888888888,5.0,7.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
625822,CCC,2014B,1,10.0,4,1,0,0,60,1,34.0,0,2169.0,64.0,5.067757009345795,94.0,56.0,33.890625,98.0,94.0,2.8284271247461903,0.0,5.0,4.0,2.0,1,Medium,Distinction
625838,CCC,2014B,1,5.0,2,0,0,0,30,1,22.0,0,4469.0,154.0,3.7840812870448772,84.0,96.0,29.01948051948052,92.88888888888889,82.0,6.2538876797645715,91.5,9.0,4.0,0.25,0,Low,Pass
625841,CCC,2014B,1,3.0,2,0,0,0,60,1,78.0,0,240.0,21.0,2.4742268041237114,14.0,29.0,11.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
625884,CCC,2014B,1,5.0,2,0,0,0,60,1,80.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
625950,CCC,2014B,1,3.0,1,0,0,0,60,1,75.0,1,115.0,5.0,4.107142857142857,68.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
625953,CCC,2014B,1,2.0,3,1,0,0,90,1,15.0,1,734.0,53.0,3.3063063063063063,74.0,51.0,13.849056603773585,66.33333333333333,40.0,25.106440076867397,90.0,3.0,2.0,1.3333333333333333,3,Very High,Withdrawn
625975,CCC,2014B,1,6.0,2,0,1,0,60,1,75.0,0,193.0,18.0,2.1444444444444444,27.0,28.0,10.722222222222221,37.0,34.0,4.242640687119285,34.0,2.0,2.0,8.0,3,Very High,Fail
626055,CCC,2014B,0,2.0,3,0,0,0,90,1,22.0,0,241.0,26.0,2.171171171171171,11.0,28.0,9.26923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Fail
626173,CCC,2014B,0,7.0,1,0,0,0,60,1,71.0,1,220.0,8.0,2.6506024096385543,27.0,41.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626183,CCC,2014B,1,1.0,1,0,0,0,60,1,78.0,0,626.0,45.0,3.63953488372093,46.0,32.0,13.911111111111111,58.375,38.0,15.96368647005715,62.75,8.0,3.0,0.5714285714285714,3,Very High,Fail
626252,CCC,2014B,0,4.0,2,0,0,0,60,1,25.0,0,2238.0,128.0,3.448382126348228,103.0,100.0,17.484375,98.42857142857143,93.0,2.819996622760561,94.5,7.0,5.0,1.1666666666666667,0,Low,Distinction
626296,CCC,2014B,1,9.0,1,0,0,0,90,1,74.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626349,CCC,2014B,1,4.0,2,0,0,0,90,1,65.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626417,CCC,2014B,1,9.0,1,0,0,0,90,1,28.0,1,373.0,24.0,3.552380952380952,72.0,29.0,15.541666666666666,78.0,70.0,11.313708498984761,86.0,2.0,1.0,0.5,3,Very High,Withdrawn
626438,CCC,2014B,1,1.0,2,0,0,0,60,1,67.0,1,35.0,2.0,2.9166666666666665,14.0,9.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626444,CCC,2014B,1,6.0,2,0,0,0,60,1,29.0,1,90.0,11.0,1.875,15.0,21.0,8.181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626469,CCC,2014B,1,10.0,1,0,0,0,120,1,68.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626501,CCC,2014B,1,7.0,3,1,0,0,30,1,75.0,0,707.0,23.0,4.682119205298013,53.0,33.0,30.73913043478261,87.4,70.0,11.696153213770758,0.0,5.0,4.0,2.0,1,Medium,Pass
626516,CCC,2014B,1,7.0,1,1,0,0,60,1,75.0,0,144.0,18.0,1.945945945945946,11.0,28.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Fail
626518,CCC,2014B,1,9.0,2,0,0,0,60,1,75.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626614,CCC,2014B,1,5.0,3,0,0,0,30,1,27.0,0,1703.0,69.0,3.879271070615034,38.0,57.0,24.681159420289855,83.0,66.0,9.763879010584539,82.75,7.0,3.0,-0.5714285714285714,3,Very High,Fail
626625,CCC,2014B,1,6.0,2,0,0,0,90,1,40.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626712,CCC,2014B,1,,3,0,0,0,30,1,22.0,1,17.0,4.0,1.5454545454545454,5.0,6.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626714,CCC,2014B,1,8.0,2,0,0,0,60,1,74.0,0,669.0,29.0,4.15527950310559,107.0,45.0,23.06896551724138,64.25,30.0,21.48587575927165,66.0,8.0,4.0,1.5714285714285714,3,Very High,Fail
626763,CCC,2014B,1,1.0,2,0,0,0,60,1,72.0,0,3150.0,133.0,5.138662316476346,171.0,89.0,23.68421052631579,84.6,74.0,7.797435475847169,0.0,5.0,4.0,2.0,1,Medium,Pass
626772,CCC,2014B,1,8.0,1,0,0,0,60,1,65.0,1,34.0,5.0,1.7,6.0,12.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626857,CCC,2014B,0,7.0,2,0,0,0,60,1,8.0,0,1570.0,49.0,5.3583617747440275,90.0,50.0,32.04081632653061,63.77777777777778,30.0,15.180396715647598,62.0,9.0,4.0,0.875,3,Very High,Fail
626862,CCC,2014B,1,8.0,3,0,0,0,60,1,29.0,0,2123.0,139.0,3.059077809798271,61.0,72.0,15.273381294964029,92.6,90.0,3.435112807463535,0.0,5.0,4.0,2.0,1,Medium,Distinction
626877,CCC,2014B,1,5.0,2,0,0,0,60,1,62.0,0,633.0,54.0,2.562753036437247,53.0,57.0,11.722222222222221,63.166666666666664,32.0,23.060066493110266,86.5,6.0,4.0,1.6,3,Very High,Fail
626906,CCC,2014B,1,10.0,1,0,0,0,60,1,51.0,0,134.0,11.0,3.35,35.0,15.0,12.181818181818182,60.0,60.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Fail
626930,CCC,2014B,1,3.0,1,0,0,0,90,1,27.0,1,125.0,13.0,3.125,44.0,17.0,9.615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
626998,CCC,2014B,1,4.0,3,0,0,0,60,1,28.0,0,766.0,49.0,2.487012987012987,51.0,68.0,15.63265306122449,83.55555555555556,60.0,13.79412113103904,86.25,9.0,4.0,0.75,0,Low,Pass
627066,CCC,2014B,1,6.0,2,0,0,0,30,1,25.0,0,276.0,15.0,3.45,52.0,26.0,18.4,42.5,28.0,9.848857801796104,37.0,4.0,4.0,4.5,3,Very High,Fail
627136,CCC,2014B,1,7.0,2,0,0,0,60,1,25.0,0,1263.0,71.0,3.959247648902821,93.0,61.0,17.788732394366196,93.33333333333333,89.0,2.8284271247461903,92.75,9.0,4.0,-2.625,0,Low,Distinction
627160,CCC,2014B,0,2.0,1,0,0,0,120,1,71.0,1,17.0,1.0,3.4,13.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
627168,CCC,2014B,1,7.0,1,0,0,0,60,1,69.0,1,321.0,15.0,4.720588235294118,157.0,16.0,21.4,70.0,60.0,14.142135623730951,80.0,2.0,1.0,0.5,3,Very High,Withdrawn
627176,CCC,2014B,0,6.0,1,0,0,0,90,1,64.0,1,171.0,8.0,4.5,57.0,16.0,21.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
627253,CCC,2014B,1,5.0,2,0,0,0,60,1,45.0,0,915.0,53.0,3.796680497925311,45.0,49.0,17.264150943396228,89.0,66.0,11.135528725660043,81.25,9.0,4.0,1.0,0,Low,Distinction
627307,CCC,2014B,1,9.0,3,0,0,0,90,1,45.0,1,198.0,17.0,3.6,59.0,13.0,11.647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
627343,CCC,2014B,0,7.0,1,0,0,0,60,1,61.0,0,1497.0,98.0,3.247288503253796,97.0,67.0,15.275510204081632,86.33333333333333,46.0,17.04406054905931,86.25,9.0,5.0,1.875,0,Low,Pass
627348,CCC,2014B,1,7.0,2,0,0,0,60,1,71.0,0,942.0,52.0,3.876543209876543,72.0,39.0,18.115384615384617,78.2,70.0,5.585696017507576,0.0,5.0,4.0,2.0,1,Medium,Pass
627374,CCC,2014B,1,,1,0,0,0,60,1,71.0,0,719.0,33.0,3.92896174863388,50.0,39.0,21.78787878787879,55.0,40.0,17.95550054997075,61.0,6.0,4.0,1.4,1,Medium,Pass
627386,CCC,2014B,1,4.0,2,0,0,0,30,1,25.0,0,242.0,25.0,3.025,56.0,24.0,9.68,47.666666666666664,40.0,7.0945988845975885,49.0,3.0,2.0,1.3333333333333333,3,Very High,Fail
627387,CCC,2014B,1,6.0,3,0,0,0,60,1,45.0,0,473.0,32.0,3.556390977443609,74.0,39.0,14.78125,49.888888888888886,33.0,14.878209270981205,44.25,9.0,4.0,1.0,2,High,Pass
627395,CCC,2014B,1,3.0,3,0,0,0,120,1,65.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
627399,CCC,2014B,0,1.0,2,0,0,0,60,1,66.0,0,6587.0,104.0,6.72829417773238,218.0,117.0,63.33653846153846,82.0,70.0,9.096702699330127,80.0,9.0,5.0,-3.875,0,Low,Pass
627435,CCC,2014B,0,4.0,1,0,0,0,30,1,53.0,1,472.0,14.0,5.0212765957446805,149.0,27.0,33.714285714285715,30.0,30.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Withdrawn
627500,CCC,2014B,1,9.0,1,0,0,0,60,1,45.0,1,228.0,11.0,2.6823529411764704,49.0,34.0,20.727272727272727,20.0,0.0,28.284271247461902,0.0,2.0,1.0,1.0,3,Very High,Withdrawn
627516,CCC,2014B,1,6.0,1,1,0,0,60,1,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
627520,CCC,2014B,1,1.0,3,0,0,0,30,1,24.0,1,136.0,9.0,2.893617021276596,25.0,20.0,15.11111111111111,4.0,0.0,5.656854249492381,8.0,2.0,1.0,1.0,3,Very High,Withdrawn
627632,CCC,2014B,1,3.0,1,0,1,0,30,1,68.0,1,19.0,3.0,1.7272727272727273,5.0,8.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
627635,CCC,2014B,1,,2,0,0,0,60,1,40.0,0,96.0,5.0,2.742857142857143,19.0,18.0,19.2,20.0,20.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Fail
627636,CCC,2014B,1,9.0,1,0,0,0,60,1,68.0,1,392.0,13.0,6.87719298245614,87.0,14.0,30.153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Very High,Withdrawn
627691,CCC,2014B,1,,3,1,0,0,60,1,66.0,0,2628.0,88.0,4.8487084870848705,184.0,79.0,29.863636363636363,77.88888888888889,59.0,12.302890355973716,78.5,9.0,5.0,-1.75,0,Low,Pass
627711,CCC,2014B,1,2.0,2,0,0,0,60,1,61.0,1,880.0,46.0,3.8260869565217392,48.0,42.0,19.130434782608695,91.5,80.0,8.020806277010644,94.5,4.0,2.0,-0.75,3,Very High,Withdrawn
627747,CCC,2014B,1,2.0,2,1,0,0,30,1,40.0,0,1182.0,64.0,3.728706624605678,46.0,63.0,18.46875,85.4,80.0,4.505552130427524,0.0,5.0,4.0,2.0,1,Medium,Pass
627750,CCC,2014B,0,5.0,3,0,0,0,60,1,51.0,0,516.0,35.0,3.225,92.0,37.0,14.742857142857142,61.142857142857146,40.0,17.582458791160498,64.5,7.0,6.0,3.1666666666666665,1,Medium,Pass
627784,CCC,2014B,1,8.0,2,0,0,0,60,1,28.0,1,657.0,40.0,3.2524752475247523,56.0,44.0,16.425,68.5,50.0,12.793227374930327,78.0,4.0,3.0,1.0,3,Very High,Withdrawn
627907,CCC,2014B,1,2.0,1,0,0,0,60,1,60.0,1,165.0,11.0,3.0555555555555554,12.0,17.0,15.0,30.0,30.0,0.0,0.0,1.0,1.0,2.0,3,Very High,Withdrawn
